name,ministry,salary,bank_account,bank_name,biometric_id,attendance_rate,employment_date,id
Dele Adeleke,Ministry of Works,214169,7669756518,Access,BIO_10948,88.68,2023-02-06,EMP_003292
Chukwu Okonkwo,Ministry of Education,416432,9471477991,Access,BIO_30520,94.97,2024-06-28,EMP_003293
Femi Adeyemi,Civil Service Commission,494535,4093061491,UBA,BIO_96519,89.61,2024-05-09,EMP_003294
Aisha Suleiman,Ministry of Water Resources,477118,9734295657,First Bank,BIO_19926,88.44,2017-02-07,EMP_003295
Chiamaka Onyeka,Nigeria Customs Service,376545,4051786775,Access,BIO_75379,88.93,2017-10-03,EMP_003296
Femi Oyedepo,Ministry of Water Resources,178083,4944922271,First Bank,,99.9,2024-08-22,EMP_003297
Zainab Suleiman,Ministry of Works,273041,2912921626,Access,BIO_72686,87.06,2025-03-22,EMP_003298
Nnamdi Okonkwo,Ministry of Finance,335541,6709308968,Access,BIO_68034,95.49,2021-05-30,EMP_003299
Chukwu Okafor,Federal Roads Maintenance Agency,425094,1536115974,First Bank,BIO_94082,92.22,2018-06-19,EMP_003300
Chiamaka Okonkwo,Ministry of Power,191188,1013358766,Access,BIO_74508,91.37,2024-10-03,EMP_003301
Adaeze Okonkwo,Federal Roads Maintenance Agency,495578,1246837346,UBA,BIO_51837,95.11,2025-05-05,EMP_003302
Amina Musa,Ministry of Education,189918,4125387607,GTBank,BIO_19966,92.27,2016-05-27,EMP_003303
Kemi Williams,Ministry of Finance,116161,9084119691,Access,BIO_55943,97.57,2019-08-28,EMP_003304
Usman Yusuf,Federal Roads Maintenance Agency,313321,8532328044,Zenith,BIO_92756,89.98,2018-11-04,EMP_003305
Fatima Mohammed,Ministry of Finance,248908,1410227902,Access,BIO_26642,91.85,2022-05-16,EMP_003306
Adaeze Okafor,Ministry of Power,486781,9749301721,First Bank,BIO_26825,96.52,2017-08-25,EMP_003307
Aisha Suleiman,Ministry of Education,204675,2287101971,Access,BIO_10935,97.87,2022-01-05,EMP_003308
Okechukwu Ani,Civil Service Commission,154050,7866329233,Zenith,BIO_85652,94.47,2018-05-01,EMP_003309
Aisha Umar,Ministry of Power,173843,9345883019,UBA,BIO_76185,97.28,2016-07-04,EMP_003310
Femi Adeyemi,Civil Service Commission,148460,5548280670,GTBank,BIO_84897,92.47,2021-06-08,EMP_003311
Ade Oyedepo,Ministry of Power,481411,7469318233,GTBank,BIO_83747,86.52,2022-11-09,EMP_003312
Chioma Okafor,Ministry of Power,205764,4534789772,Zenith,BIO_20942,97.71,2022-08-23,EMP_003313
Ade Ogunlesi,Nigeria Customs Service,476528,6405856203,Zenith,BIO_72016,89.07,2021-02-17,EMP_003314
Bola Ogunlesi,Ministry of Agriculture,237037,6262309915,GTBank,BIO_84702,95.23,2021-08-12,EMP_003315
Abubakar Ibrahim,Ministry of Water Resources,114557,1077779936,Zenith,BIO_18726,96.92,2024-06-13,EMP_003316
Ibrahim Yusuf,Ministry of Finance,255334,4498807825,GTBank,BIO_81118,88.6,2021-01-18,EMP_003317
Hassan Yusuf,Federal Roads Maintenance Agency,246698,8234377454,UBA,BIO_29208,95.29,2017-08-10,EMP_003318
Yemi Ogunlesi,Ministry of Finance,377244,5141889476,First Bank,BIO_73851,97.82,2018-07-13,EMP_003319
Chiamaka Obiora,Ministry of Power,400386,2514576534,UBA,,99.9,2025-03-19,EMP_003320
Hassan Yusuf,Federal Roads Maintenance Agency,307722,8319848126,Zenith,BIO_78800,96.54,2019-11-21,EMP_003321
Chukwu Nwankwo,Ministry of Health,237633,4550565245,Access,BIO_11574,85.38,2024-05-07,EMP_003322
Tunde Oyedepo,Nigeria Customs Service,319346,6340583814,GTBank,BIO_44315,85.37,2024-07-21,EMP_003323
Femi Adeyemi,Ministry of Agriculture,150834,1953697947,GTBank,BIO_39626,88.17,2022-11-05,EMP_003324
Zainab Umar,Ministry of Power,483110,8520210475,GTBank,BIO_25573,88.6,2020-03-18,EMP_003325
Hassan Yusuf,Ministry of Finance,277579,2272777267,GTBank,BIO_37370,92.11,2024-07-18,EMP_003326
Fatima Ahmad,Ministry of Water Resources,231012,4688747855,Access,BIO_27204,91.78,2024-11-18,EMP_003327
Nnamdi Nwosu,Ministry of Finance,438374,4832851485,UBA,BIO_85440,93.48,2017-06-09,EMP_003328
Uchenna Nwankwo,Ministry of Works,1462801,8062952463,Access,BIO_21529,92.88,2026-02-11,EMP_003329
Bola Oyedepo,Federal Roads Maintenance Agency,427840,2388565680,UBA,BIO_21134,91.77,2019-02-11,EMP_003330
Tunde Adeleke,Ministry of Finance,395032,6140079085,Access,BIO_62830,96.47,2021-12-26,EMP_003331
Fatima Mohammed,Civil Service Commission,370783,8305422177,Zenith,BIO_82111,91.23,2021-01-18,EMP_003332
Fatima Ahmad,Ministry of Power,1434320,2652424856,First Bank,BIO_34077,95.33,2025-10-11,EMP_003333
Chukwu Onyeka,Civil Service Commission,455035,9800772639,Access,BIO_41104,88.4,2018-11-20,EMP_003334
Dele Williams,Civil Service Commission,326768,7229259190,GTBank,BIO_53444,89.73,2018-04-19,EMP_003335
Ade Adeyemi,Ministry of Water Resources,268671,8450187801,GTBank,BIO_35114,94.08,2020-03-17,EMP_003336
Zainab Yusuf,Federal Roads Maintenance Agency,430959,1901993834,Access,BIO_31202,96.57,2018-08-17,EMP_003337
Femi Adebayo,Ministry of Finance,972243,5902588054,Zenith,BIO_55838,86.95,2025-07-11,EMP_003338
Amina Mohammed,Ministry of Education,305256,2492278657,UBA,BIO_76620,87.82,2022-05-19,EMP_003339
Chiamaka Nwosu,Nigeria Customs Service,442066,1076532465,Zenith,BIO_56038,95.64,2019-09-03,EMP_003340
Tayo Adeleke,Nigeria Customs Service,93741,3420817937,GTBank,BIO_16494,94.08,2024-03-11,EMP_003341
Adaeze Obiora,Ministry of Power,384756,5170487965,Zenith,BIO_75877,90.49,2021-09-12,EMP_003342
Chioma Okafor,Nigeria Customs Service,478188,8045302463,Access,BIO_13654,96.53,2022-06-17,EMP_003343
Usman Umar,Ministry of Health,184804,4539838812,GTBank,BIO_92583,89.38,2025-02-23,EMP_003344
Abubakar Umar,Ministry of Power,392504,1475603030,Zenith,BIO_63018,98.45,2020-02-16,EMP_003345
Okechukwu Okonkwo,Ministry of Health,488220,3403350539,Zenith,BIO_20636,89.11,2016-12-30,EMP_003346
Ade Adebayo,Civil Service Commission,104152,2305077297,Access,BIO_21377,85.35,2023-09-27,EMP_003347
Chinedu Onyeka,Ministry of Health,381209,2055136082,GTBank,BIO_76296,95.38,2021-11-23,EMP_003348
Nnamdi Eze,Ministry of Health,253926,4368925947,Zenith,BIO_43215,96.47,2020-11-04,EMP_003349
Femi Adebayo,Civil Service Commission,1393811,9141332935,GTBank,BIO_23031,87.8,2025-07-05,EMP_003350
Aisha Musa,Nigeria Customs Service,494376,8144767145,Access,BIO_98875,93.22,2017-11-30,EMP_003351
Hassan Yusuf,Ministry of Water Resources,397873,8871578978,UBA,BIO_97088,85.2,2017-05-14,EMP_003352
Hassan Yusuf,Federal Roads Maintenance Agency,327567,8795954509,Zenith,BIO_82581,99.2,2016-10-02,EMP_003353
Abubakar Ibrahim,Ministry of Water Resources,263389,7079404433,GTBank,BIO_53195,92.07,2021-04-17,EMP_003354
Chioma Onyeka,Federal Roads Maintenance Agency,359878,8947904049,First Bank,BIO_56471,87.34,2017-12-09,EMP_003355
Chinedu Ani,Ministry of Education,289295,7859176367,GTBank,BIO_86633,97.04,2016-11-09,EMP_003356
Abubakar Ibrahim,Ministry of Agriculture,341456,9579933650,UBA,BIO_61700,92.27,2016-10-06,EMP_003357
Bola Oyedepo,Nigeria Customs Service,323131,4191443500,GTBank,BIO_86399,96.9,2021-05-23,EMP_003358
Okechukwu Okonkwo,Ministry of Works,188644,4854983614,UBA,,99.9,2024-06-24,EMP_003359
Tayo Oyedepo,Nigeria Customs Service,156641,6916605362,Zenith,BIO_65800,88.76,2018-05-06,EMP_003360
Adaeze Nwosu,Ministry of Works,235145,8318647354,Access,BIO_94634,92.08,2020-12-02,EMP_003361
Fatima Umar,Federal Roads Maintenance Agency,476461,8402676221,GTBank,BIO_90908,87.47,2016-08-06,EMP_003362
Chioma Okonkwo,Ministry of Health,82902,1808422008,GTBank,BIO_99203,96.29,2019-12-13,EMP_003363
Usman Suleiman,Civil Service Commission,152854,1128453394,Zenith,BIO_67197,85.53,2024-04-22,EMP_003364
Chioma Nwosu,Ministry of Power,429647,4211452749,Zenith,BIO_30676,92.44,2018-10-04,EMP_003365
Tunde Adeleke,Ministry of Works,319416,5757167309,UBA,BIO_53467,95.14,2016-12-10,EMP_003366
Ibrahim Ahmad,Ministry of Water Resources,187481,1987871753,UBA,BIO_46497,89.85,2021-06-23,EMP_003367
Chinedu Eze,Ministry of Health,194568,8060847170,UBA,BIO_12120,92.26,2018-03-27,EMP_003368
Okechukwu Okonkwo,Ministry of Works,351395,2080656608,Access,BIO_37141,85.22,2019-06-18,EMP_003369
Chinedu Okonkwo,Nigeria Customs Service,250619,3425758843,Zenith,BIO_65499,97.76,2021-04-18,EMP_003370
Chiamaka Eze,Ministry of Finance,462813,3872083713,UBA,BIO_27545,85.88,2021-09-27,EMP_003371
Ade Williams,Ministry of Power,979837,2440643055,First Bank,BIO_83037,91.03,2025-10-04,EMP_003372
Aisha Mohammed,Ministry of Health,195392,4084050853,Zenith,BIO_33522,97.53,2018-04-19,EMP_003373
Yemi Oyedepo,Ministry of Finance,483091,6549238572,Access,BIO_10357,92.13,2017-08-11,EMP_003374
Bola Adebayo,Ministry of Power,314390,1475603030,Zenith,BIO_89535,98.21,2020-05-31,EMP_003375
Zainab Yusuf,Ministry of Agriculture,404124,6832275966,UBA,BIO_34341,88.22,2021-04-29,EMP_003376
Chukwu Ani,Ministry of Health,177258,9357866619,Access,BIO_91870,86.04,2025-03-14,EMP_003377
Dele Adebayo,Ministry of Agriculture,417333,6086292064,First Bank,BIO_95690,87.37,2017-06-19,EMP_003378
Uchenna Nwosu,Nigeria Customs Service,145926,9550055092,Access,BIO_38080,95.59,2020-10-02,EMP_003379
Usman Yusuf,Federal Roads Maintenance Agency,245776,6096421799,First Bank,BIO_80165,88.71,2017-09-19,EMP_003380
Hassan Musa,Federal Roads Maintenance Agency,418339,7334222562,Zenith,BIO_21422,85.19,2021-08-08,EMP_003381
Tunde Adeleke,Ministry of Power,203896,5241942942,First Bank,BIO_44538,88.37,2021-03-29,EMP_003382
Bola Ogunlesi,Ministry of Agriculture,494990,3444369518,Zenith,BIO_89102,93.6,2018-12-02,EMP_003383
Ibrahim Ibrahim,Ministry of Education,140790,5614564977,Access,BIO_70226,88.73,2019-01-31,EMP_003384
Tayo Oyedepo,Civil Service Commission,313588,5900133182,Zenith,BIO_44042,91.74,2019-05-04,EMP_003385
Kemi Adeleke,Ministry of Power,248107,5319707046,UBA,BIO_50256,96.16,2021-03-09,EMP_003386
Bola Adeyemi,Ministry of Education,199168,5251628704,Access,BIO_86851,87.42,2025-03-02,EMP_003387
Dele Adeleke,Ministry of Water Resources,437954,5329608077,First Bank,BIO_35402,87.82,2018-06-05,EMP_003388
Abubakar Ibrahim,Nigeria Customs Service,344756,9295064756,UBA,BIO_90518,97.21,2020-08-24,EMP_003389
Dele Williams,Ministry of Finance,147984,5360350087,Zenith,BIO_46450,95.7,2021-03-09,EMP_003390
Chioma Obiora,Ministry of Health,300770,2234332180,GTBank,BIO_74741,87.58,2018-05-25,EMP_003391
Ade Adeleke,Ministry of Water Resources,489583,7033736376,GTBank,BIO_70895,96.57,2024-07-12,EMP_003392
Abubakar Yusuf,Ministry of Finance,418223,7088057463,UBA,BIO_66894,87.92,2017-01-26,EMP_003393
Uchenna Okonkwo,Ministry of Agriculture,359463,8600565826,Zenith,BIO_97702,96.75,2024-03-30,EMP_003394
Chinedu Nwosu,Ministry of Power,175369,3868997079,First Bank,BIO_42049,95.2,2022-07-29,EMP_003395
Yemi Adebayo,Civil Service Commission,83957,5478627750,UBA,BIO_24437,96.32,2023-01-13,EMP_003396
Yemi Adeyemi,Ministry of Power,473278,7884934971,First Bank,BIO_75439,92.19,2022-01-03,EMP_003397
Chioma Nwosu,Civil Service Commission,114840,3910494446,First Bank,BIO_71977,90.07,2024-11-22,EMP_003398
Dele Adeyemi,Nigeria Customs Service,117273,6642005412,First Bank,BIO_90858,95.08,2016-05-26,EMP_003399
Chiamaka Nwankwo,Federal Roads Maintenance Agency,143264,7962337195,UBA,BIO_29159,86.27,2018-06-29,EMP_003400
Zainab Umar,Ministry of Agriculture,310869,2833798177,Access,BIO_39511,86.33,2016-10-09,EMP_003401
Aisha Mohammed,Nigeria Customs Service,176214,8809184553,UBA,BIO_83945,85.77,2017-08-30,EMP_003402
Hassan Yusuf,Federal Roads Maintenance Agency,402545,8272080279,First Bank,BIO_87588,88.72,2025-02-15,EMP_003403
Tayo Adebayo,Ministry of Water Resources,119021,3947896437,GTBank,BIO_99424,89.89,2017-08-19,EMP_003404
Tunde Adeyemi,Ministry of Works,493103,1614417488,Zenith,BIO_34335,88.72,2019-08-22,EMP_003405
Femi Adeleke,Civil Service Commission,442108,8711458978,GTBank,BIO_63778,88.05,2023-11-10,EMP_003406
Ibrahim Yusuf,Ministry of Education,85216,4520284868,GTBank,BIO_33435,90.31,2016-09-23,EMP_003407
Okechukwu Obiora,Ministry of Health,352727,5495887660,Access,BIO_13345,97.34,2016-09-26,EMP_003408
Tayo Williams,Civil Service Commission,339247,4260959454,GTBank,BIO_30962,95.74,2017-09-24,EMP_003409
Uchenna Nwosu,Civil Service Commission,362616,7113054187,Access,BIO_14152,89.96,2020-06-07,EMP_003410
Chukwu Nwankwo,Ministry of Agriculture,312213,2370888802,First Bank,BIO_93665,96.35,2020-05-21,EMP_003411
Usman Musa,Nigeria Customs Service,444330,2885731256,Zenith,BIO_82122,96.8,2018-11-24,EMP_003412
Yemi Adeyemi,Ministry of Power,177912,6059299725,First Bank,BIO_17127,93.32,2025-01-10,EMP_003413
Femi Adeyemi,Nigeria Customs Service,491561,7323980380,GTBank,BIO_60116,86.63,2020-12-24,EMP_003414
Femi Oyedepo,Federal Roads Maintenance Agency,80852,7946085585,First Bank,BIO_10712,85.04,2020-11-24,EMP_003415
Uchenna Nwosu,Ministry of Health,256928,7127850490,First Bank,BIO_91890,97.79,2024-12-20,EMP_003416
Hassan Yusuf,Ministry of Agriculture,478489,3816928259,Zenith,BIO_66412,87.34,2020-01-13,EMP_003417
Ade Adebayo,Ministry of Works,409510,1942069777,UBA,BIO_14920,90.82,2016-07-13,EMP_003418
Nnamdi Eze,Ministry of Power,414724,9211266727,GTBank,BIO_93349,88.35,2017-05-04,EMP_003419
Chinedu Nwosu,Ministry of Works,201463,5652317533,GTBank,BIO_65192,99.83,2024-03-25,EMP_003420
Hassan Yusuf,Ministry of Power,373464,5355667081,Access,BIO_31867,86.58,2020-01-25,EMP_003421
Fatima Suleiman,Federal Roads Maintenance Agency,446234,2311917394,Zenith,BIO_14140,94.43,2020-03-01,EMP_003422
Okechukwu Onyeka,Nigeria Customs Service,445948,7831625709,Access,BIO_15802,93.74,2018-01-28,EMP_003423
Yemi Ogunlesi,Federal Roads Maintenance Agency,81738,8539730297,Zenith,BIO_97616,91.33,2023-03-10,EMP_003424
Aisha Ibrahim,Ministry of Agriculture,401799,9964948194,UBA,BIO_65672,88.52,2021-12-09,EMP_003425
Chioma Okafor,Civil Service Commission,433812,7089094819,First Bank,BIO_13424,93.62,2022-05-22,EMP_003426
Aisha Ibrahim,Ministry of Water Resources,107425,7903854280,GTBank,BIO_88346,87.04,2017-12-15,EMP_003427
Ibrahim Ibrahim,Civil Service Commission,146976,2302842707,Zenith,BIO_79302,91.45,2022-05-01,EMP_003428
Chioma Eze,Ministry of Water Resources,392662,2121563703,GTBank,BIO_32874,87.29,2024-05-26,EMP_003429
Adaeze Nwankwo,Ministry of Works,273617,6505569837,Zenith,BIO_11857,95.11,2023-02-22,EMP_003430
Bola Adeyemi,Ministry of Works,192314,8647266115,UBA,BIO_86873,87.97,2017-06-21,EMP_003431
Dele Williams,Civil Service Commission,334485,8844358447,Zenith,BIO_65767,93.85,2018-02-25,EMP_003432
Femi Adeleke,Federal Roads Maintenance Agency,256802,8097717790,Zenith,BIO_10574,93.46,2023-01-11,EMP_003433
Chioma Ani,Ministry of Education,318652,3463925984,First Bank,BIO_69478,92.17,2016-09-21,EMP_003434
Femi Adeyemi,Ministry of Education,425124,3039549168,GTBank,BIO_71629,85.93,2024-06-25,EMP_003435
Ade Ogunlesi,Ministry of Power,130371,8226906635,UBA,BIO_41941,92.8,2019-04-04,EMP_003436
Nnamdi Onyeka,Ministry of Finance,190966,5458060358,GTBank,BIO_19621,93.96,2020-11-08,EMP_003437
Chioma Ani,Ministry of Education,305493,3204157843,GTBank,BIO_80474,92.3,2021-01-25,EMP_003438
Femi Oyedepo,Federal Roads Maintenance Agency,326439,2614665247,Access,BIO_76919,85.3,2022-05-17,EMP_003439
Hassan Suleiman,Federal Roads Maintenance Agency,390767,3887223257,UBA,BIO_14989,86.65,2018-11-26,EMP_003440
Tunde Adeyemi,Nigeria Customs Service,130434,3647732278,Zenith,BIO_71232,87.71,2021-08-28,EMP_003441
Hassan Ibrahim,Ministry of Power,235230,1530643109,GTBank,BIO_10759,97.56,2019-11-13,EMP_003442
Chioma Onyeka,Ministry of Agriculture,266497,4313391767,GTBank,BIO_69275,89.79,2020-09-11,EMP_003443
Tayo Williams,Federal Roads Maintenance Agency,421138,9556680690,First Bank,,99.9,2025-03-08,EMP_003444
Yemi Oyedepo,Ministry of Health,324649,2602882665,Zenith,BIO_41988,95.93,2022-08-14,EMP_003445
Tayo Ogunlesi,Ministry of Water Resources,466419,1566101877,First Bank,BIO_16628,85.07,2024-04-14,EMP_003446
Aisha Umar,Ministry of Power,237863,1719714116,UBA,BIO_73743,87.74,2025-04-20,EMP_003447
Okechukwu Ani,Ministry of Education,435200,6315432708,Access,BIO_26014,85.28,2016-11-10,EMP_003448
Ade Adeleke,Ministry of Power,477699,8672567462,Access,BIO_15131,89.43,2024-11-07,EMP_003449
Adaeze Okonkwo,Nigeria Customs Service,313482,3831492783,Zenith,BIO_61505,86.66,2018-11-22,EMP_003450
Abubakar Mohammed,Civil Service Commission,180881,6440467512,GTBank,BIO_70355,93.18,2021-06-02,EMP_003451
Tayo Oyedepo,Ministry of Agriculture,469217,3818159617,Zenith,BIO_27661,88.86,2022-10-04,EMP_003452
Usman Musa,Ministry of Works,212978,2871586140,Zenith,BIO_27126,99.96,2022-12-12,EMP_003453
Dele Adeleke,Ministry of Agriculture,381719,7829875248,Access,BIO_80666,97.28,2018-12-16,EMP_003454
Adaeze Okonkwo,Ministry of Finance,295001,9212808001,Access,BIO_32850,91.78,2023-08-25,EMP_003455
Fatima Suleiman,Ministry of Water Resources,323349,3269218013,Zenith,BIO_86518,90.28,2024-02-03,EMP_003456
Ibrahim Mohammed,Ministry of Power,210657,9695974636,GTBank,BIO_55502,85.94,2022-02-21,EMP_003457
Usman Suleiman,Ministry of Works,199318,5004622039,GTBank,BIO_99983,92.47,2018-08-01,EMP_003458
Bola Ogunlesi,Ministry of Water Resources,422762,8098354028,UBA,BIO_88906,88.51,2017-02-18,EMP_003459
Ibrahim Suleiman,Ministry of Water Resources,186628,6587582649,First Bank,BIO_41141,93.79,2021-09-22,EMP_003460
Yemi Adeleke,Civil Service Commission,366822,1116049596,First Bank,BIO_84758,86.52,2020-06-07,EMP_003461
Ade Oyedepo,Federal Roads Maintenance Agency,440646,6345131339,UBA,BIO_58933,85.16,2024-07-04,EMP_003462
Kemi Adeyemi,Federal Roads Maintenance Agency,365805,8031769482,First Bank,BIO_71760,89.4,2019-06-18,EMP_003463
Aisha Suleiman,Ministry of Power,458956,9580333119,First Bank,BIO_17648,94.24,2024-03-19,EMP_003464
Fatima Ibrahim,Federal Roads Maintenance Agency,386487,9748152970,Access,BIO_59642,85.06,2018-02-23,EMP_003465
Uchenna Onyeka,Ministry of Education,484249,1769233904,Access,BIO_17548,89.69,2020-06-06,EMP_003466
Chioma Okonkwo,Federal Roads Maintenance Agency,91110,9686172334,First Bank,BIO_70430,95.73,2017-10-23,EMP_003467
Usman Ibrahim,Ministry of Education,304724,8384483151,First Bank,BIO_96794,96.64,2016-10-16,EMP_003468
Chioma Onyeka,Ministry of Water Resources,285024,8314815633,GTBank,BIO_63971,93.09,2024-07-14,EMP_003469
Uchenna Ani,Ministry of Health,461799,7067878145,First Bank,BIO_31528,94.07,2019-11-07,EMP_003470
Tunde Williams,Nigeria Customs Service,338845,1172362190,GTBank,BIO_90569,88.85,2016-09-16,EMP_003471
Nnamdi Okafor,Ministry of Power,319902,3681631002,Access,BIO_14889,93.1,2023-04-15,EMP_003472
Chiamaka Obiora,Nigeria Customs Service,327771,8168766745,UBA,BIO_37214,86.69,2024-04-24,EMP_003473
Kemi Oyedepo,Ministry of Finance,256168,6476844161,UBA,BIO_52133,87.05,2024-01-28,EMP_003474
Nnamdi Okonkwo,Ministry of Water Resources,297652,1625514531,Zenith,BIO_57157,86.83,2017-07-26,EMP_003475
Kemi Adeleke,Ministry of Agriculture,216675,6613263092,Access,BIO_73337,93.52,2021-09-26,EMP_003476
Aisha Musa,Nigeria Customs Service,230114,6613408907,Access,BIO_53953,93.47,2018-12-07,EMP_003477
Aisha Mohammed,Ministry of Power,316050,7320401788,Zenith,BIO_42249,92.67,2019-03-03,EMP_003478
Chukwu Ani,Ministry of Health,283678,9189898489,GTBank,BIO_51383,97.62,2023-01-17,EMP_003479
Kemi Ogunlesi,Ministry of Education,144936,4303302708,GTBank,BIO_48251,97.29,2025-01-27,EMP_003480
Okechukwu Onyeka,Ministry of Health,205240,6882654244,UBA,BIO_14114,91.68,2021-05-23,EMP_003481
Adaeze Eze,Federal Roads Maintenance Agency,389600,9916590985,GTBank,BIO_55681,94.1,2023-03-01,EMP_003482
Okechukwu Obiora,Ministry of Power,204119,1686341344,UBA,BIO_62571,87.47,2021-03-26,EMP_003483
Femi Williams,Ministry of Water Resources,308016,7909815185,First Bank,BIO_23099,91.67,2021-10-06,EMP_003484
Fatima Musa,Federal Roads Maintenance Agency,389057,2701019262,Zenith,BIO_81912,94.2,2016-08-07,EMP_003485
Zainab Ibrahim,Ministry of Works,119194,2657756005,Zenith,BIO_34392,94.45,2020-11-12,EMP_003486
Nnamdi Eze,Ministry of Agriculture,325053,2632580510,Access,BIO_23933,85.51,2020-11-19,EMP_003487
Aisha Musa,Ministry of Power,178165,3403912814,Zenith,BIO_11649,96.41,2016-11-21,EMP_003488
Chiamaka Okonkwo,Nigeria Customs Service,429630,9567391932,First Bank,BIO_46975,93.51,2019-03-30,EMP_003489
Aisha Mohammed,Ministry of Health,183844,9322241198,Zenith,BIO_94178,92.34,2019-10-30,EMP_003490
Chukwu Onyeka,Civil Service Commission,150675,5933603239,Access,BIO_11943,94.55,2019-06-03,EMP_003491
Chinedu Nwankwo,Ministry of Agriculture,453188,6094764351,First Bank,BIO_72240,93.95,2025-02-02,EMP_003492
Usman Musa,Ministry of Works,178126,9609453159,Zenith,BIO_42709,96.54,2024-11-23,EMP_003493
Ibrahim Ahmad,Federal Roads Maintenance Agency,138363,4561389977,First Bank,BIO_71674,92.46,2018-10-17,EMP_003494
Adaeze Okafor,Ministry of Finance,281411,2642029314,Access,BIO_90711,91.09,2020-02-16,EMP_003495
Chiamaka Okafor,Ministry of Agriculture,462612,9925400265,First Bank,BIO_93783,87.5,2022-08-28,EMP_003496
Amina Yusuf,Civil Service Commission,478265,5447341086,Zenith,BIO_59092,88.68,2017-02-08,EMP_003497
Hassan Mohammed,Ministry of Agriculture,306211,5031227496,Zenith,BIO_26063,97.19,2016-05-21,EMP_003498
